WORD,COUNT
población,3
pobr,4
pobreza,7
poda,1
podemo,4
poder,10
podido,1
podremo,1
podé,1
podía,1
podían,1
policía,1
política,13
político,7
pone,2
ponemo,2
poner,7
ponerl,1
ponerlo,1
popular,1
porqu,33
porvenir,1
posgrado,1
posibilidad,3
posibl,5
posicionado,1
postura,1
potabl,1
potent,1
precandidata,1
precandidato,4
precarización,1
precio,7
precisament,1
precisamo,8
preciso,1
preferencia,1
pregunta,3
pregunto,1
preocupación,1
present,2
presentar,1
presentó,1
preservar,1
presidencia,2
president,1
preso,3
presta,1
presupuesto,3
presupuestó,1
previa,1
previo,4
previsibilidad,1
primer,6
primera,8
primeriza,1
primero,9
princip,3
priorizar,1
privada,1
privado,3
privatizadora,1
privilegiado,2
privilegiamo,1
problema,4
proceso,3
procuró,1
producción,4
producir,1
productiva,4
productividad,1
productivo,3
producto,10
productor,3
produzca,1
profesor,1
profunda,3
profundic,4
profundo,2
programa,5
prohibido,1
promedio,1
prometen,1
promoción,1
promov,4
propia,1
propiedad,2
propietario,1
proponemo,1
propuesta,2
prosperidad,1
protección,2
proteg,6
protegemo,1
protegen,1
protocolo,1
provocacion,1
proximidad,1
proyecto,4
préstamo,2
próxima,1
próximo,3
psicomotric,1
publicista,1
pudiendo,1
pudiera,1
pudieran,2
pudo,2
pueblo,4
pued,14
pueda,6
puedan,2
pueden,6
puedo,1
puent,1
puesto,3
pulverización,1
pulverizar,1
pulverizó,1
puntapié,1
punto,7
pública,17
público,14
queda,1
quedar,1
queremo,3
querida,1
queríamo,1
quier,2
quieren,2
quiero,2
quintil,2
quisieron,1
quita,1
rapiña,1
razon,3
raíc,1
reacondicionar,1
real,1
realidad,10
rebalancear,1
recambio,1
recaudación,1
recesión,4
receta,1
rechazar,2
recib,1
recibir,1
recién,3
recog,1
reconocemo,1
reconocida,1
reconocía,1
reconozco,1
recordar,1
recort,2
recortando,1
recortar,1
recuper,1
recuperar,4
recuperarlo,1
recurrent,1
recurso,2
red,2
reducción,1
reducir,1
redujo,1
reeducar,1
referencia,2
reforma,1
region,3
registrado,2
región,2
reguladora,1
regular,1
regulen,1
reintegr,1
reintegrar,1
relacion,10
relación,1
relativament,1
remov,1
remunerada,1
rentabilidad,1
repartir,2
repito,5
repon,1
representado,1
representar,1
repudi,3
repudio,1
república,4
requier,3
resolv,1
respecto,3
respeto,5
responsabilidad,4
resto,1
resulta,1
resultado,2
retroced,1
revirtiendo,1
rico,1
rienda,1
riesgo,3
rinden,1
rodean,2
rojo,1
rol,4
rural,2
récord,4
régimen,2
río,1
sabe,8
sabemo,8
saben,2
saber,1
sacar,1
salario,6
salen,2
salido,1
salieron,1
salir,2
salto,2
salud,5
salvaguardia,1
salvo,2
sanguinetti,3
secretariado,1
sector,6
secundaria,1
segregación,2
seguimo,1
seguir,4
segundo,4
seguridad,5
seguro,1
según,2
semana,3
sembrar,1
senado,1
sensación,1
sentirs,1
separado,1
ser,12
servicio,3
severidad,1
severo,1
señalar,1
si,30
siderúrgica,1
sido,6
siembr,1
siempr,6
siendo,1
sient,1
siglo,1
sigu,1
siguiendo,1
simplement,2
sindic,1
sindical,1
sindicalización,1
sindicato,4
siniestro,1
sino,6
siquiera,4
sistema,3
sitio,1
situacion,1
situación,3
so,2
soberanía,3
sobr,5
sobrar,1
social,18
socialista,2
sociedad,4
sociolabor,1
soja,1
sola,1
solament,3
solidaria,1
solidaridad,4
solidario,2
solo,6
soltarl,1
somo,4
sorprend,1
sostenía,1
soñó,1
subdesarrollo,1
subsistema,1
sueldo,3
suero,1
suert,2
sueñan,1
sufrimo,1
suiza,1
supuesto,3
sustancial,1
sé,3
sólo,3
söze,1
tabacalera,1
tacita,1
tal,2
talvi,5
tamaño,2
tambo,1
tampoco,1
tan,6
tard,2
tardía,1
tarea,2
tarifa,5
tarjeta,1
tasa,1
tecnología,1
tecnológica,1
tecnológico,1
telesur,1
teléfono,1
tema,5
temprano,1
tendencia,1
tendríamo,2
tenemo,20
tener,12
tengamo,3
teníamo,3
teoría,1
tercer,1
tercero,3
terciaria,2
terciario,1
tercio,3
termina,3
terminaban,2
terminado,1
terminamo,3
terminan,5
terminar,7
terminaron,3
terminó,3
territori,2
tiempo,13
tien,22
tierra,1
tipo,1
tirar,1
toca,3
tocó,1
toda,10
tomada,1
tomart,1
toqu,1
total,1
tra,1
trabajador,38
trabajadora,2
trabajan,1
trabajar,5
trabajo,25
tradicion,1
tradicional,5
transferencia,1
transformacion,1
transformación,1
transformador,1
transformando,1
transformar,1
transformars,1
transición,1
transport,1
tratado,1
tratar,1
travé,1
tre,5
trigo,1
trillo,1
triplicaba,1
triplicó,1
tuvimo,2
tóxico,1
uia,1
ulteriorment,1
unasur,1
unida,1
unidad,3
unido,5
universidad,2
universitario,3
unión,1
urbana,2
uruguay,29
uruguaya,1
uruguayo,21
usar,1
uso,1
usted,7
usuario,1
ute,2
utu,2
va,12
vaca,2
vacant,1
vacuna,2
vale,1
valor,3
vamo,47
van,9
vanguardia,1
vano,2
varia,1
variet,1
vayan,1
ve,3
vea,1
vece,4
vecina,1
veint,1
vemo,3
vender,5
venderl,1
venezuela,7
venga,2
vengan,2
vengo,3
venimo,1
venta,1
ver,19
verd,1
verdad,1
verdura,1
vergüenza,1
vez,8
vicepresidencia,1
vida,9
vieja,2
vien,2
viento,1
vigor,1
vio,1
viola,4
violencia,1
violenta,2
violeta,1
vista,7
vitalidad,1
vivan,1
vive,4
vivienda,5
vivió,1
vivía,1
vo,1
volver,2
volvieron,1
votada,1
votado,1
votamo,1
votar,2
voten,1
voto,3
votó,2
vuelta,2
vuelva,1
vulner,2
vulnerada,1
vulnerado,2
vázquez,1
vía,2
vínculo,1
zona,2
ágil,2
época,1
íbamo,1
óscar,1
última,2
último,11
única,1
único,6
